SKU,Status,Current Name,Shape,Classes,Containers,Description
RF3-JTTA-27NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 2"" x 2"" #RF3-JTTA-27NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-28NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 2"" x 1"" #RF3-JTTA-28NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-29NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 1"" x 1"" #RF3-JTTA-29NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12” omnidirectional read range<strong>*</strong>ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-36NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 3"" x 1"" #RF3-JTTA-36NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-56NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 3"" x 2"" #RF3-JTTA-56NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-62NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 4"" x 2"" #RF3-JTTA-62NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-118NP,Published,"Cryogenic RFID - Labels for Thermal-Transfer Printers - 1"" x 1.25"" #RF3-JTTA-118NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12"" omnidirectional read range<strong>*</strong>ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-127NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 4"" x 1"" #RF3-JTTA-127NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-216NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 4"" x 2.5"" #RF3-JTTA-216NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
RF3-JTTA-231NP,Published,"Cryogenic RFID Labels for Thermal-Transfer Printers - 2.25"" x 1.25"" #RF3-JTTA-231NP",Rectangle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>RFID NitroTAG® - Cryogenic RFID Labels for Thermal-Transfer Printers</h3>
\n<ul>
\n 	<li>12” omnidirectional read range*ensures quick, easy, and accurate reading from every angle</li>
\n 	<li>Scan multiple cryogenic containers at the same time, even without a clear line-of-sight<strong>**</strong></li>
\n 	<li>Flexible UHF antenna and cryogenic adhesive allow permanent adhesion, especially on curved and wet surfaces without the need for a curing period</li>
\n 	<li>Ideal for liquid nitrogen storage, no lag time when scanning/reading items</li>
\n 	<li>Labels are resistant to spraying and swabbing with alcohol and surface sanitizing wipes</li>
\n</ul>
\nCombining RFID technology and our thermal-transfer printable cryogenic labels into one product, RFID NitroTAG® labels are the first cryogenic RFID labels that can be used in liquid nitrogen. They can be printed and encoded using dedicated RFID thermal-transfer printers. Their flexible, passive UHF RFID chip (Class 1, Gen 2) can be encoded with up to 32 hexadecimal characters of information to record data during sample processing. The resulting label can thus contain both visual and electronic data for maximum sample tracking flexibility.
\n
\nRFID NitroTAG labels are specifically designed for short and long-term storage under ultra-low temperatures and cryogenic environments, including liquid and vapor phase liquid nitrogen (-196ºC/-321°F), lab freezers (-80°C/-112°F), and dry ice transportation. They have a strong permanent adhesive to ensure they will stay affixed on cryo tubes &amp; vials<strong>*</strong>, cardboard and polypropylene cryo/freezer boxes, plastic bags, and triangular cassettes for straw storage. They can be scanned/read without the need for direct line-of-sight, even when in liquid nitrogen<strong>**</strong> or immersed up to 1.5”/38 mm<strong>***</strong> in a 37°C water bath. This can help eliminate unwanted freeze-thaw cycles, thus preserving the samples’ integrity. They are ideal for biobanks, biorepositories, fertility clinics, and crystallography laboratories.
\n
\nThese RFID labels are compatible with handheld, fixed, integrated, and cryogenic (Dewar neck) RFID readers. Moreover, they can be integrated with electronic witnessing systems to improve the identification and traceability of samples, as well as workflow efficiency to comply with audits. The printout obtained is also resistant to alcohol spraying/swabbing and sanitizing wipes when printed with our recommended smudge-proof RR-class of resin ribbons.
\n
\nRFID NitroTAG label size can be customized upon request.
\n
\n<strong>*</strong> When using our recommended <a href=""https://www.labtag.com/shop/product/unitech-handheld-rfid-reader-with-2d-imager-usa-ea-rg630-kit/"">RFID reader</a>. Read range can vary according to the RFID reader being used.
\n
\n<strong>**</strong> Labels should not be enclosed by metal surfaces as this may cause interference that can affect their ability to be scanned/read.
\n
\n<strong>***</strong> Prior testing of these labels on end user’s vials/tubes is strongly recommended."
